event-id,visible,timestamp,location-long,location-lat,comments,location-error-numerical,location-error-percentile,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name,utm-easting,utm-northing,utm-zone,study-timezone,study-local-timestamp
280077006,TRUE,00:00.0,-0.3021368,5.97415,Flight 7 Step 10,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),798693.7594,661079.3763,30N,Ghana Mean Time,00:00.0
280077007,TRUE,04:59.0,-0.3103978,6.020802,Flight 7 Step 11,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),797753.1397,666237.5076,30N,Ghana Mean Time,04:59.0
280077008,TRUE,10:00.0,-0.3193195,6.0696919,Flight 7 Step 12,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),796738.0716,671642.8783,30N,Ghana Mean Time,10:00.0
280077009,TRUE,15:01.0,-0.3258636,6.1181431,Flight 7 Step 13,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),795986.5684,677000.9587,30N,Ghana Mean Time,15:01.0
280077010,TRUE,40:00.0,-0.3193389,6.1016003,Flight 8 Step 1,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),796718.3954,675173.9052,30N,Ghana Mean Time,40:00.0
280077011,TRUE,45:01.0,-0.3120232,6.0698041,Flight 8 Step 2,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),797546.2571,671659.3016,30N,Ghana Mean Time,45:01.0
280077012,TRUE,50:00.0,-0.3037052,6.0378891,Flight 8 Step 3,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),798485.2302,668132.0738,30N,Ghana Mean Time,50:00.0
280077013,TRUE,55:00.0,-0.2941796,6.0059481,Flight 8 Step 4,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),799558.0297,664602.6001,30N,Ghana Mean Time,55:00.0
280077014,TRUE,59:59.0,-0.2876014,5.9741247,Flight 8 Step 5,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),800304.2409,661084.4963,30N,Ghana Mean Time,59:59.0
280077015,TRUE,05:01.0,-0.2849633,5.9482399,Flight 8 Step 6,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),800610.6424,658221.4129,30N,Ghana Mean Time,05:01.0
280077016,TRUE,09:59.0,-0.2821478,5.9206263,Flight 8 Step 7,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),800937.6053,655167.1002,30N,Ghana Mean Time,09:59.0
280077017,TRUE,15:01.0,-0.2781934,5.8925934,Flight 8 Step 8,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),801390.9629,652066.9915,30N,Ghana Mean Time,15:01.0
280077018,TRUE,20:00.0,-0.2748272,5.864414,Flight 8 Step 9,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),801779.1889,648950.3387,30N,Ghana Mean Time,20:00.0
280077019,TRUE,24:59.0,-0.272377,5.8369825,Flight 8 Step 10,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),802065.4634,645915.9481,30N,Ghana Mean Time,24:59.0
280077020,TRUE,30:01.0,-0.270242,5.8078675,Flight 8 Step 11,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),802317.6611,642695.0751,30N,Ghana Mean Time,30:01.0
280077021,TRUE,35:00.0,-0.2626581,5.7814696,Flight 8 Step 12,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),803172.3017,639777.7891,30N,Ghana Mean Time,35:00.0
280077022,TRUE,39:59.0,-0.2546202,5.7571062,Flight 8 Step 13,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),804076.2018,637085.8729,30N,Ghana Mean Time,39:59.0
280077023,TRUE,45:01.0,-0.2521865,5.7304153,Flight 8 Step 14,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),804360.1488,634133.3773,30N,Ghana Mean Time,45:01.0
280077024,TRUE,49:59.0,-0.2560034,5.7047146,Flight 8 Step 15,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),803950.6333,631287.1505,30N,Ghana Mean Time,49:59.0
280077025,TRUE,55:01.0,-0.2416021,5.6784224,Flight 8 Step 16,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),805560.9728,628385.0839,30N,Ghana Mean Time,55:01.0
280077026,TRUE,00:00.0,-0.2290877,5.6489421,Flight 8 Step 17,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),806963.9018,625129.1698,30N,Ghana Mean Time,00:00.0
280077027,TRUE,10:01.0,-0.1976216,5.6022134,Flight 9 Step 1,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),810477.2881,619974.3541,30N,Ghana Mean Time,10:01.0
280077028,TRUE,15:00.0,-0.2124252,5.6325069,Flight 9 Step 2,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),808819.9266,623319.1127,30N,Ghana Mean Time,15:00.0
280077029,TRUE,19:59.0,-0.2301251,5.6622299,Flight 9 Step 3,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),806841.8778,626599.1624,30N,Ghana Mean Time,19:59.0
280077030,TRUE,25:00.0,-0.2470508,5.6921424,Flight 9 Step 4,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),804949.7021,629900.5583,30N,Ghana Mean Time,25:00.0
280077031,TRUE,30:01.0,-0.2636731,5.7250514,Flight 9 Step 5,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),803089.7158,633533.689,30N,Ghana Mean Time,30:01.0
280077032,TRUE,35:00.0,-0.275839,5.7620402,Flight 9 Step 6,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),801721.6611,637620.6223,30N,Ghana Mean Time,35:00.0
280077033,TRUE,39:59.0,-0.2807406,5.808574,Flight 9 Step 7,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),801153.7138,642767.6562,30N,Ghana Mean Time,39:59.0
280077034,TRUE,45:01.0,-0.2881017,5.85409,Flight 9 Step 8,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),800313.6412,647800.7087,30N,Ghana Mean Time,45:01.0
280077035,TRUE,49:59.0,-0.2957165,5.9016818,Flight 9 Step 9,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),799444.2893,653063.2962,30N,Ghana Mean Time,49:59.0
280077036,TRUE,55:00.0,-0.3021604,5.9482854,Flight 9 Step 10,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),798705.152,658217.1136,30N,Ghana Mean Time,55:00.0
280077037,TRUE,00:01.0,-0.3077413,5.9932529,Flight 9 Step 11,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),798062.4441,663190.3069,30N,Ghana Mean Time,00:01.0
280077038,TRUE,04:59.0,-0.3136486,6.0382837,Flight 9 Step 12,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),797383.4643,668170.2944,30N,Ghana Mean Time,04:59.0
280077039,TRUE,10:01.0,-0.3203986,6.0842874,Flight 9 Step 13,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),796610.5321,673257.4476,30N,Ghana Mean Time,10:01.0
280077040,TRUE,14:59.0,-0.3208627,6.1293967,Flight 9 Step 14,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),796534.2728,678249.0609,30N,Ghana Mean Time,14:59.0
280077041,TRUE,35:00.0,-0.3468471,6.1338462,Flight 10 Step 1,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),793653.7773,678727.1297,30N,Ghana Mean Time,35:00.0
280077042,TRUE,40:00.0,-0.3753701,6.1364676,Flight 10 Step 2,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),790493.2147,679001.6475,30N,Ghana Mean Time,40:00.0
280077043,TRUE,45:00.0,-0.4043649,6.1427128,Flight 10 Step 3,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),787278.5555,679677.0572,30N,Ghana Mean Time,45:00.0
280077044,TRUE,49:59.0,-0.4330028,6.1499302,Flight 10 Step 4,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),784103.05,680460.3762,30N,Ghana Mean Time,49:59.0
280077045,TRUE,55:01.0,-0.462171,6.1567594,Flight 10 Step 5,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),780869.1724,681200.5972,30N,Ghana Mean Time,55:01.0
280077046,TRUE,00:00.0,-0.4905632,6.164699,Flight 10 Step 6,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),777720.8016,682064.2289,30N,Ghana Mean Time,00:00.0
280077047,TRUE,04:59.0,-0.5039404,6.1612366,Flight 10 Step 7,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),776241.208,681674.1745,30N,Ghana Mean Time,04:59.0
280077048,TRUE,15:01.0,-0.4873106,6.1503549,Flight 11 Step 1,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),778088.4664,680478.7871,30N,Ghana Mean Time,15:01.0
280077049,TRUE,19:59.0,-0.4714956,6.1320446,Flight 11 Step 2,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),779849.456,678461.0362,30N,Ghana Mean Time,19:59.0
280077050,TRUE,25:01.0,-0.4549022,6.1110357,Flight 11 Step 3,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),781698.1821,676145.0976,30N,Ghana Mean Time,25:01.0
280077051,TRUE,29:59.0,-0.4382112,6.0886631,Flight 11 Step 4,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),783558.5641,673678.3145,30N,Ghana Mean Time,29:59.0
280077052,TRUE,35:00.0,-0.4195614,6.0659859,Flight 11 Step 5,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),785636.2103,671178.855,30N,Ghana Mean Time,35:00.0
280077053,TRUE,40:01.0,-0.4030265,6.0413568,Flight 11 Step 6,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),787480.773,668462.2909,30N,Ghana Mean Time,40:01.0
280077054,TRUE,45:01.0,-0.3856354,6.0179932,Flight 11 Step 7,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),789419.6518,665886.2031,30N,Ghana Mean Time,45:01.0
280077055,TRUE,50:00.0,-0.3692774,5.9932249,Flight 11 Step 8,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),791244.9675,663154.1187,30N,Ghana Mean Time,50:00.0
280077056,TRUE,54:59.0,-0.3510352,5.9692072,Flight 11 Step 9,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),793278.7719,660506.084,30N,Ghana Mean Time,54:59.0
280077057,TRUE,00:00.0,-0.336359,5.9448714,Flight 11 Step 10,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),794917.7931,657820.9351,30N,Ghana Mean Time,00:00.0
280077058,TRUE,05:01.0,-0.3244735,5.9200294,Flight 11 Step 11,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),796247.9718,655078.2604,30N,Ghana Mean Time,05:01.0
280077059,TRUE,10:01.0,-0.309613,5.8933078,Flight 11 Step 12,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),797908.8913,652129.1534,30N,Ghana Mean Time,10:01.0
280077060,TRUE,15:00.0,-0.298376,5.8723826,Flight 11 Step 13,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),799165.2812,649819.5299,30N,Ghana Mean Time,15:00.0
280077061,TRUE,19:59.0,-0.2875347,5.8488466,Flight 11 Step 14,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),800379.2794,647220.7577,30N,Ghana Mean Time,19:59.0
280077062,TRUE,25:00.0,-0.2801631,5.8239906,Flight 11 Step 15,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),801209.505,644474.0322,30N,Ghana Mean Time,25:00.0
280077063,TRUE,30:01.0,-0.273822,5.7972429,Flight 11 Step 16,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),801926.5449,641517.3917,30N,Ghana Mean Time,30:01.0
280077064,TRUE,34:59.0,-0.2668563,5.7715067,Flight 11 Step 17,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),802712.2823,638673.0008,30N,Ghana Mean Time,34:59.0
280077065,TRUE,40:01.0,-0.2600995,5.745392,Flight 11 Step 18,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),803475.0786,635786.5907,30N,Ghana Mean Time,40:01.0
280077066,TRUE,45:00.0,-0.25639,5.7176565,Flight 11 Step 19,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),803900.9473,632719.1775,30N,Ghana Mean Time,45:00.0
280077067,TRUE,50:00.0,-0.245697,5.6893854,Flight 11 Step 20,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),805101.2348,629596.165,30N,Ghana Mean Time,50:00.0
280077068,TRUE,55:01.0,-0.2294714,5.6612712,Flight 11 Step 21,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),806914.8558,626493.4104,30N,Ghana Mean Time,55:01.0
280077069,TRUE,00:00.0,-0.219131,5.6334351,Flight 11 Step 22,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),808075.9614,623418.2873,30N,Ghana Mean Time,00:00.0
280077070,TRUE,19:59.0,-0.2000472,5.6163773,Flight 12 Step 1,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),810200.8492,621540.6041,30N,Ghana Mean Time,19:59.0
280077071,TRUE,25:01.0,-0.213939,5.6460553,Flight 12 Step 2,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),808644.9202,624817.7111,30N,Ghana Mean Time,25:01.0
280077072,TRUE,29:59.0,-0.2285876,5.6738016,Flight 12 Step 3,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),807006.2078,627880.6006,30N,Ghana Mean Time,29:59.0
280077073,TRUE,35:00.0,-0.2422307,5.7023156,Flight 12 Step 4,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),805478.6574,631028.9513,30N,Ghana Mean Time,35:00.0
280077074,TRUE,40:00.0,-0.2575513,5.7312495,Flight 12 Step 5,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),803765.0294,634222.848,30N,Ghana Mean Time,40:00.0
280077075,TRUE,45:01.0,-0.2667685,5.7665444,Flight 12 Step 6,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),802724.6493,638123.8924,30N,Ghana Mean Time,45:01.0
280077076,TRUE,49:59.0,-0.2745466,5.8069182,Flight 12 Step 7,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),801841.0823,642587.7209,30N,Ghana Mean Time,49:59.0
280077077,TRUE,55:01.0,-0.2832642,5.8445611,Flight 12 Step 8,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),800854.8377,646748.7931,30N,Ghana Mean Time,55:01.0
280077078,TRUE,59:59.0,-0.2914852,5.8891717,Flight 12 Step 9,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),799919.8906,651681.1626,30N,Ghana Mean Time,59:59.0
280077079,TRUE,05:01.0,-0.2995159,5.9303614,Flight 12 Step 10,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),799007.846,656235.0215,30N,Ghana Mean Time,05:01.0
280077080,TRUE,10:01.0,-0.3083304,5.9757925,Flight 12 Step 11,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),798006.648,661257.7775,30N,Ghana Mean Time,10:01.0
280077081,TRUE,14:59.0,-0.3195243,6.015899,Flight 12 Step 12,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),796744.7239,665689.9609,30N,Ghana Mean Time,14:59.0
280077082,TRUE,20:01.0,-0.334083,6.0565968,Flight 12 Step 13,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),795109.7875,670185.6962,30N,Ghana Mean Time,20:01.0
280077083,TRUE,24:59.0,-0.3509527,6.0948181,Flight 12 Step 14,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),793220.3299,674406.0698,30N,Ghana Mean Time,24:59.0
280077084,TRUE,30:00.0,-0.37461,6.1250364,Flight 12 Step 15,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),790583.5949,677737.1181,30N,Ghana Mean Time,30:00.0
280077085,TRUE,40:00.0,-0.3202654,6.1066558,Flight 13 Step 1,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),796612.9845,675732.8446,30N,Ghana Mean Time,40:00.0
280077086,TRUE,45:00.0,-0.3135017,6.078627,Flight 13 Step 2,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),797377.6281,672634.85,30N,Ghana Mean Time,45:00.0
280077087,TRUE,49:59.0,-0.3049505,6.0488131,Flight 13 Step 3,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),798341.2818,669340.2714,30N,Ghana Mean Time,49:59.0
280077088,TRUE,55:01.0,-0.2947708,6.017855,Flight 13 Step 4,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),799486.0099,665919.9373,30N,Ghana Mean Time,55:01.0
280077089,TRUE,00:00.0,-0.2875514,5.9876239,Flight 13 Step 5,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),800302.4061,662578.4019,30N,Ghana Mean Time,00:00.0
280077090,TRUE,04:59.0,-0.2831557,5.9601123,Flight 13 Step 6,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),800804.4614,659536.251,30N,Ghana Mean Time,04:59.0
280077091,TRUE,10:01.0,-0.2786318,5.9326362,Flight 13 Step 7,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),801320.6841,656498.0829,30N,Ghana Mean Time,10:01.0
280077092,TRUE,14:59.0,-0.2734386,5.9053722,Flight 13 Step 8,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),801910.9411,653483.7342,30N,Ghana Mean Time,14:59.0
280077093,TRUE,20:00.0,-0.2687149,5.8786604,Flight 13 Step 9,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),802448.8614,650530.2229,30N,Ghana Mean Time,20:00.0
280077094,TRUE,25:00.0,-0.2652209,5.8549337,Flight 13 Step 10,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),802848.8797,647906.3799,30N,Ghana Mean Time,25:00.0
280077095,TRUE,30:00.0,-0.2633025,5.8291712,Flight 13 Step 11,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),803075.3541,645056.384,30N,Ghana Mean Time,30:00.0
280077096,TRUE,35:01.0,-0.2571894,5.7996098,Flight 13 Step 12,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),803768.7363,641788.2217,30N,Ghana Mean Time,35:01.0
280077097,TRUE,39:59.0,-0.2501931,5.7724903,Flight 13 Step 13,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),804558.7017,638790.7466,30N,Ghana Mean Time,39:59.0
280077098,TRUE,45:01.0,-0.2482236,5.7467705,Flight 13 Step 14,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),804790.7315,635945.4657,30N,Ghana Mean Time,45:01.0
280077099,TRUE,49:59.0,-0.2523133,5.7218988,Flight 13 Step 15,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),804350.6064,633190.8176,30N,Ghana Mean Time,49:59.0
280077100,TRUE,55:01.0,-0.2425806,5.6929378,Flight 13 Step 16,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),805444.8319,629990.9486,30N,Ghana Mean Time,55:01.0
280077101,TRUE,59:59.0,-0.2280857,5.6591245,Flight 13 Step 17,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),807069.6143,626256.5716,30N,Ghana Mean Time,59:59.0
280077102,TRUE,05:01.0,-0.2181101,5.6336505,Flight 13 Step 18,18,95,gps,Eidolon helvum,1607,1607,Fruit bats in Ghana (data from Sapir et al. 2014),808189.035,623442.6653,30N,Ghana Mean Time,05:01.0
